Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,1.4272385612684033,0.9801523549114638,0.26012489632144886,11.717228862159317,12.180683488035786,8.365052577208395
Deficit Pioneer,0.9498007996081228,0.7405014366431661,0.5581947966483075,11.717228862159317,8.106019015088933,6.3197659220825555
all,1.2419114888726988,0.8756952913376065,0.8303397181951293,11.717228862159317,10.59902049778545,7.473569916908054
