Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,1.4682665945968563,0.9936400995512329,0.21697593816005767,11.717228862159317,12.530834823399326,8.480162939892592
Deficit Pioneer,1.3121820936027844,1.0657998414630971,0.15675460406309816,11.717228862159317,11.19874083743866,9.096006009621336
all,1.4023712125299375,1.0250924920679274,0.7836659550061903,11.717228862159317,11.968454564021382,8.748591532409632
