Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,15.803198266490845,11.965582161166799,0.6425959193873457,186.66925063106035,8.465881880955767,6.4100445685165335
Deficit Pioneer,14.080658971953893,11.002545304928308,0.6174255325869213,186.66925063106035,7.543105746850294,5.894139108467374
all,15.07660737666414,11.545821607595913,0.9014831760980255,186.66925063106035,8.076642149521495,6.185175956170457
