Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,18.28956148765741,13.277954213428671,0.5212860150625603,186.66925063106035,9.797843740105616,7.113091293044126
Deficit Pioneer,14.250732404729737,11.011047652902061,0.6081278566910537,186.66925063106035,7.634215253210281,5.898693874688918
all,16.650037617813613,12.289873698569878,0.8798472846446344,186.66925063106035,8.919539539332769,6.583769773019561
