Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,14.549209191181587,10.44624764876308,0.6970658002949842,186.66925063106035,7.794111318278742,5.596126632237578
Deficit Pioneer,14.227589243475723,10.575346445099623,0.6093996223515228,186.66925063106035,7.621817302730608,5.665285744357065
all,14.409906704684545,10.502518166204359,0.9100035269323519,186.66925063106035,7.719486019239874,5.626271135015109
