Name,RMSE,MAE,R2,mean_truth,rmse/mean,mae/mean
Full Pioneer,14.488413977320949,9.876088463450632,0.699592187915568,186.66925063106035,7.76154290454423,5.290688439613485
Deficit Pioneer,13.041116309315402,9.872627366918309,0.67182948507489,186.66925063106035,6.986215600709901,5.2888343064230305
all,13.87614919433576,9.87457986927071,0.9165471691555516,186.66925063106035,7.433548453977066,5.2898802753471035
